No,NAMA,JUDUL,ABSTRAK,label
43,Nuraeni Astryani,Sistem Pendukung Keputusan Penentuan Jumlah Produksi Barang Dengan Metode Fuzzy Tsukamoto Berbasis Android (Studi Kasus : Cv. Harfik),"Ketidak-stabilannya pemesanan yang tinggi pada waktu tertentu dan rendah pada waktu tertentu mengakibatkan sulitnya menentukan jumlah produksi yang tepat, Ketidaktepatan jumlah produksi sangat berpengaruh terhadap tingkat kerugian yang diakibatkan kurangnya persediaan, karena jumlah produksi barang yang terlalu rendah, ataupun berlebihannya persediaan barang karena jumlah produksi yang terlalu tinggi. Masalah ini bisa diselesaikan dengan mengembangkan sebuah aplikasi dalam sistem pendukung keputusan. Adapun teknik yang dapat diterapkan dalam mengembangkan sistem pendukung keputusan ini adalah fuzzy Tsukamoto. Aplikasi ini diterapkan dalam menentukan jumlah produksi, dengan variabel pemesanan, persediaan dan produksi. Dalam penelitian ini dibuktikan dengan tabel perbandingan antara perhitungan manual dengan perhitungan sistem, dan didapatkan hasil persentase kebenaran dari sistem ini adalah sebesar 96,91%. Kata kunciâ€”Sistem Pendukung Keputusan, Penentuan Produksi, Fuzzy Logic, Fuzzy Tsukamoto.",AI
44,Yapto Yusuf R,Aplikasi Mendeteksi Barang Yang Sering Rusak Menggunakan Metode Simple Addtive Weighting(Saw),"Dengan perkembangan teknologi semakin memudahkan kita untuk mengatasi masalah-masalah yang membutuhkan waktu menjadi lebih efisien, seperti contoh pengambilan keputusan untuk mendeteksi barang yang sering rusak, karena perusahaan yang baik pasti memiliki pelayanan untuk memuaskan pembeli dan agar untuk meningkatkan kualitas perusahaan. Satu hal yang bisa dilakukan untuk mendeteksi barang yang sering rusak dengan memberikan kriteria kepada barang tersebut. Penulis mengambil 6 indikator untuk dipakai dalam sistem 1) waktu penggunaan, (2) cara penggunaan pembeli , (3) garansi, (4) permintaan suku cadang tambahan, (5) data keluhan pembeli, (6) keaslian barang. Maksud penulis dengan adanya sistem ini dapat mendukung keputusan mendeteksi barang yang sering rusak menggunakan kriteria yang telah ditentukan dan proses lain yang terkait dalam metode SAW (simple addtive weighting) Keywords: Sistem pendukung keputusan, dan simple addtive weighting (SAW)",AI
45,Alfi Khoirudin,Implementasi Metode Sequential Search Pada Aplikasi Identifikasi Sepeda Motor Curian Berbasis Android,"Korlantas Polri bertugas membina dan menyelenggarakan fungsi lalu lintas yang meliputi pendidikan masyarakat, penegakan hukum, pengkajian masalah lalu lintas, registrasi, identifikasi pengemudi dan kendaraan bermotor, serta mengadakan patroli jalan raya. Pemeriksaan kendaraan sering dilaksanakan oleh petugas lalu lintas untuk menertibkan sepeda motor yang tidak layak jalan secara fisik dan secara hukum bukan merupakan kendaraan hasil tindak kriminal. Pemeriksaan yang dilakukan petugas pada umumnya hanya terbatas pada pengecekan kelengkapan dokumen yang dimiliki oleh pengendara. Jika dokumen lengkap maka sepeda motor dipersilahkan untuk melanjutkan perjalanan, padahal bisa saja sepeda motor tersebut merupakan barang hasil curian. Petugas dilapangan tidak dapat mengetahui status barang curian secara real-time karena tidak adanya sistem informasi yang dapat diakses. Untuk mengatasi hal tersebut maka pada penelitian ini dibuat aplikasi identifikasi sepeda motor curian berbasis android dengan mengimplementasikan algoritma sequential search untuk menelusuri infrormasi laporan kehilangan berdasarkan nomor polisi. Hasil pengujian menunjukan waktu pencarian dengan algoritma sequential search pada kondisi best case lebih cepat dibandingkan pada kondisi middle case dan worst case, Hal tersebut disebabkan karena letak datanya berada diawal daripada data pada midde case yang letaknya di tengah dan worst case yang letak urutan datanya di akhir. Aplikasi ini memungkinkan petugas yang melakukan pemeriksaan dapat mengidentifikasi dan mengupdate status sepeda motor yang terdeteksi sebagai barang curian secara real-time. Kata Kunci : Pencurian Sepeda Motor, Laporan Kehilangan, Android, Real-time, Sequential Search",AI
46,Shifa Khoeriah,Aplikasi E-Shipment-Tracking Dengan Menggunakan Metode Sequential Search Berbasis Web (Studi Kasus: Pt Windu Jaya Utama),"Perkembangan jasa kurir atau pengiriman barang dan logistik di Indonesia saat ini semakin berkembang pesat. Hal tersebut dikarenakan kebutuhan konsumen dalam hal pengiriman barang yang semakin tinggi. PT Windu Jaya Utama adalah perusahaan yang bergerak di bidang pengiriman barang yakni menawarkan jasa ekspedisi atau pengiriman barang kapasitas besar, melalui jalur laut. PT Windu Jaya Utama sangat membutuhkan aplikasi yang menunjang para karyawan untuk pengolahan data pengiriman barang, karena sistem yang berjalan pada PT Windu Jaya Utama saat ini masih secara manual diantaranya, proses pembuatan tanda terima barang, proses, pembuatan surat jalan, proses pemberitahuan status pengiiman barang. Metode yang digunakan dalam pembuatan aplikasi ini yaitu metode sequential search. Metode ini digunakan untuk melakukan pencarian barang yang dikirim, pencarian dokumen-dokumen pengiriman barang, sehingga metode tersebut dapat diterapkan dalam suatu sistem informasi yang terkomputerisasi. Kata Kunci: Perencanaan, Jasa Pengiriman, Metode Sequential Search",AI
47,Alfathu Amarullah,Identifikasi Tingkat Stress Dan Depresi Menggunakan Metode Certainty Factor,"Ganguan mental emosional merupakan salah satu masalah yang banyak di alami oleh masayarakat. Menurut Kementrian Dalam Riset Kesehatan Dasar (Riskesdas) tahun 2018 menunjukkan bahwa 9-10 dari 100 orang penduduk Indonesia mengalami gangguan mental emosional. Salah satu ganguan mental emosial yang banyak dialami adalah stres dan depresi. Akan tetapi masih terdapat banyak orang yang tidak menyadari bahwa ia mengalami gejala yang mengarah kepada stres atau depresi. Apabila stres dan depresi tidak segera ditangani maka dapat mengakibatkan hal yang lebih buruk bahkan menyebabkan kematian. Aplikasi ini di kembangkan untuk mengidentifikasi gejala stres dan depresi dengan menggunakan metode certainty factor. Tingaktan stres yang dapat di identifikasi adalah stres ringan, stres sedang dan stres berat. Sementara itu tingkatan depresi yang dapat di identifikasi adalah depresi ringan, deprsi sedang, depresi berat. Uji coba dilakukan terhadap 33 orang mahasiswa Teknik Informatika angkatan 2015 â€“ 2019.  Berdasarkan hasil uji coba diperoleh tingkat akurasi sebesar 73%. Pemberian rekomendasi penanganan berdasarkan tingkatan stres dan depresi. Kata Kunci : Certainty Factor, Depresi, Stres",AI
48,Amarita Dewi,Sistem Pendeteksi Kecanduan Bermain Game Pada Anak Menggunakan Metode Fuzzy Mamdani,"Game merupakan salah satu media yang dapat digunakan dalam menyampaikan sebuah tujuan. Tujuan yang terdapat dalam game mempunyai macam-macam jenis yaitu pendidikan, hiburan dan simulasi. 66% dari 106 remaja mengalami kecanduan game online karena kurangnya perhatian dan kontrol dari orang tua. Salah satu contoh kerugian bermain game adalah pemain game dapat menjadi lalai dengan kehidupan nyata. Hal ini dapat menyebabkan berkurangnya sikap kepedulian terhadap teman-teman sekitarnya dan berkurangnya motivasi belajar karena terus memikirkan game. Oleh karena itu diperlukan peran orang tua untuk mencegah terjadinya kecanduan game pada anak. Akan tetapi orang tua mengalami kesulitan dalam menentukan tingkatan kecanduan game pada anak dan tidak tahu bagaimana cara mencegahnya sejak dini. Untuk mengatasi hal tersebut maka dibuatlah aplikasi pendeteksi kecanduan game pada anak menggunakan metode fuzzy mamdani. Aplikasi ini dibuat untuk mempermudah orang tua dalam mendeteksi tingkat kecanduan game pada anak serta memudahkan orang tua mendapatkan informasi untuk melakukan pencegahan sejak dini. Metode Fuzzy Mamdani sebagai teknik pengambilan keputusan ditentukan dengan beberapa variable dan setiap variable memiliki domain dengan fungsi keanggotaannya masing-masing. Terdapat 5 variabel yang digunakan dalam menentukan tingkat kecanduan game pada anak yaitu Frekuensi bermain game, Waktu bermain game, Interaksi sosial, Kontrol emosi dan Prestasi akademik.  Aplikasi ini dibuat untuk mempermudah orang tua dalam mendeteksi tingkat kecanduan game pada anak beserta cara mencegahnya sejak dini. Aplikasi ini dapat digunakan orang tua untuk mendeteksi tingkat kecanduan game pada anak beserta saran penanganannya berdasarkan tingkat kecanduannya dengan akurasi sebesar 80% berdasarkan perbandingan dengan hasil analisis pakar. Kata kunci : Game, Kecanduan Game, Metode Fuzzy Mamdani , Saran Pencegahan",AI
49,Bambang Supriadi,Pengenalan Wajah Pada Aplikasi Absensi Menggunakan Metode Learning Vector Quantization (Lvq) ,"Dikarenakan sifatnya yang unik, tidak mudah dipalsukan dan tidak mungkin sama antara manusia dan manusia lainya, biometrik kini telah menjadi salah satu solusi terbaik untuk identifikasi dan verifikasi individu dalam kunci keamanan. Biometrik yang banyak diminati saat ini adalah dengan menggunakan pengenalan wajah pada aplikasi absensi, Absensi seperti ini memiliki kelebihan dibandingkan cara absensi lainya yaitu kehadiran tidak bisa dimanipulasi karena orang harus hadir di tempat absensi untuk menyatakan kehadiranya, sehingga mengurangi tingkat kecurangan dalam daftar kehadiran. Untuk itu dirancang suatu aplikasi absensi pengenalan wajah dengan menggunakan metode Learning Vector Quantization (LVQ) yang dipadukan dengan algoritma Viola-Jones danÂ penajaman citra Bandpass Filter. Hasil pengujian aplikasi ini menunjukan akurasi yang optimal yaitu sebesar 85,71%.  Kata Kunci : Absensi Pengenalan Wajah, Learning Vector Quantization, Bandpass Filter, Viola-Jones.",AI
50,Bayu Aguska Rahmadi,Aplikasi Penentuan Kerusakan Mobil Dengan Menggunakan Metode Bayes,"Dalam melakukan perbaikan pada kendaraan roda empat, analisis kerusakan sedini mungkin sangat diperlukan untuk menghemat waktu perbaikan dan menentukan kerusakan sparepart yang akan diganti. Tidak semua orang dapat menganalisis kerusakan dengan baik dan tepat, dibutuhkan pengalaman yang cukup sebagai teknisi untuk melakukan analisis kerusakan dikarenakan banyaknya gejala jenis kerusakan. Salah satu metode yang dapat digunakan untuk mengidentifikasi kerusakan kendaraan adalah metode bayes. Dalam penelitian ini dibuat aplikasi penentuan kerusakan mobil dengan menggunakan metode bayes. Aplikasi dapat mengidentifikasi kerusakan mesin, transmisi otomatis, transmisi manual, suspensi dan rem berdasarkan 72 gejala yang terdapat dalam repair manual Toyota. Uji coba dilakukan terhadap 15 data kerja teknisi (work order) di bengkel resmi Toyota. Hasil uji coba menunjukan metode bayes dapat digunakan untuk mengidentifikasi kerusakan mobil bedasarkan gejala yang dialami dengan tingkat akurasi 100%. Kerusakan sparepart dapat lebih dari satu dengan persentase kerusakan yang berbeda. Kata kunci : Bayes, kerusakan mobil, gejala.",AI
51,Fatimah Ardilla,Sistem Pendeteksi Penyakit Kolestrol Pada Remaja Menggunakan Metode Certainty Factor,"Penyakit kolesterol adalah suatu kondisi disaat tubuh menampung kadar kolesterol secara berlebihan yang mengakibatkan kadar kolesterol dalam darah meningkat (kolesterol tinggi) sehingga dapat berdampak buruk bagi kesehatan. Salah satu penyebab kolesterol tinggi dapat menyerang seseorang dikarenakan pola makan dan gaya hidup yang tidak sehat, terutama kalangan remaja. Namun, ketidaktahuan dan ketidakpedulian remaja terhadap hal tersebut membuat banyak remaja terlambat mendapatkan penanganan dini. Untuk mengatasi permasalahan tersebut, maka dibuatlah sebuah aplikasi berbasis web yang dapat mendeteksi penyakit kolesterol pada remaja menggunakan metode certainty factor. Metode certainty factor digunakan untuk mendapatkan hasil akhir berdasarkan jawaban atas pertanyaan gejala penyakit kolesterol dari responden kuesioner. Setelah pengujian dilakukan menggunakan 30 data dengan membandingkan hasil aplikasi dengan hasil perhitungan manual, aplikasi yang dirancang dapat menghasilkan nilai persentase kemungkinan terkena kolesterol tinggi dengan akurasi 100%. Kata Kunci : Penyakit Kolesterol, Certainty Factor, Aplikasi, Pengujian.",AI
52,Fernanda Awalia,Rekomendasi Kesehatan Lansia Menggunakan Metode K-Nearest Neighbour Berbasis Web,"Masalah gizi yang sering terjadi bagi usia lanjut ialah kekurangan gizi dan kekurangan berat badan. Bagi lanjut usia yang mengalami gangguan gizi diperlukan untuk penyembuhan dan mencegah agar tidak terjadi komplikasi pada penyakit yang dideritanya. Kurang gizi pada lansia dapat menyebabkan dampak yang lebih serius, seperti gangguan fungsi organ hingga risiko kematian. Oleh karena itu pemenuhan gizi sangatlah penting bagi usia lanjut karena sangat berpengaruh untuk ketahanan tubuh. Pengukuran antropometri adalah pengukuran yang digunakan untuk menentukan keadaan gizi, sedangkan mini nutrional assessment (MNA) adalah untuk mengetahui apakah seseorang lansia mempunyai resiko malnutrisi atau tidak karena penyakit lain yang dideritanya. Hal ini menyebabkan adanya kebutuhan untuk membuat sistem yang membantu dokter di Puskesmas Rawa Tembaga Bekasi dalam mengklasifikasi status gizi lansia serta memberikan rekomendasi kesehatannya dengan menggunakan salah satu metode klasifikasi yaitu K-Nearest Neighbour (KNN). Pengujian akurasi dari hasil uji coba 15 data pasien lansia maka didapatkan tingkat rata-rata akurasi sebesar 100% yang dihitung berdasarkan perbandingan hasil manual dan hasil aplikasi. Pada uji coba yang dilakukan terhadap 15 data pasien lansia maka diketahui bahwa akurasi hasil uji coba status gizi normal yaitu 46.67%, risiko malnutrisi 46.67%, dan malnutrisi 6.67%. Kata Kunci: Skrining Mini Nutrional Assessment, antropometri, Status Gizi, Lansia, KNearest Neighbour",AI
53,Fian Ariyanto,Sistem Pakar Diagnosis Pertumbuhan Dan Penyakit Pada Tanaman Jahe Merah Dengan Metode Certainty Factor Berbasis Android,"Tanaman jahe merah sebagai salah satu dari varian jahe yang ada di Indonesia. Proses tumbuh tanaman jahe merah terdiri dari beberapa fase, yaitu pertunasan, pembibitan, pertumbuhan dan perkembangan rimpang, dan fase panen. Pada setiap fase, ada beberapa kondisi yang harus dipenuhi agar pertumbuhan dan perkembangan tanaman jahe merah optimal, baik kondisi tanaman maupun kondisi media tanam. Selain itu, pada dua fase terakhir pertumbuhan tanaman jahe, terdapat tiga penyakit yang dapat menyerang tanaman jahe merah yaitu busuk rimpang, layu bakteri, dan bercak daun. Masih kurangnya pengetahuan petani mengenai fase pertumbuhan, pemeliharaan, penyakit yang berpotensi menyerang, dan cara penanganan penyakit yang benar dapat menimbulkan kerugian berupa hasil yang tidak optimal dan gagal panen. Sistem pakar sebagai bagian dari ilmu kecerdasan buatan dapat diimplementasikan sebagai sistem yang diharapkan dapat membantu petani mengetahui persentase pertumbuhan tanaman jahe merah dan penyakit yang menyerang tanaman jahe merah. Sistem pakar akan bertindak seperti pakar mengolah masukan berupa data kondisi tanaman yang telah diberikan dan memberikan keluaran berupa diagnosis kondisi tanaman jahe merah. Sistem dirancang dan dibangun dengan menggunakan metode certainty factor dan berbasis android. Hasil dari sistem pakar adalah berupa persentase pertumbuhan tanaman jahe merah dan persentase indikasi serangan penyakit pada tanaman jahe merah. Kata kunci : jahe merah, certainty factor, android, sistem pakar",AI
54,Indah Pipit Fitriyani,Identifikasi Stres Atau Depresi Menggunakan Metode NaÃ¯ve Bayes,"Masalah kesehatan mental merupakan masalah yang serius dan semakin hari semakin meningkat terutama pada stres atau depresi. Stres merupakan suatu yang tidak terpisahkan dari kehidupan manusia, stres seperti bagian dari kehidupan itu sendiri. Semua manusia bisa mengalami stres. Menurut World Health Organization (WHO) memperkirakan sekitar 300 juta orang mengidap depresi di seluruh dunia. Bahkan, dapat diperkirakan setiap 40 detik nya terjadi kasus bunuh diri di seluruh dunia yang diakibatkan oleh depresi. Depresi juga merupakan gangguan yang sering terjadi di pusat konseling perguruan tinggi. Apalagi selama pandemi COVID-19 ini dapat membuat masalah psikologis terhadap mahasiswa. Untuk membantu permasalahan tersebut, maka dibuatlah aplikasi berbasis website yang dapat mengidentifikasi stres atau depresi menggunakan metode naÃ¯ve bayes. Metode naÃ¯ve bayes digunakan untuk mendapatkan hasil tingkatan berdasarkan gejala-gejala yang dimasukkan oleh responden. Pengujian dilakukan terhadap 8 mahasiswa dan berdasarkan hasil uji tersebut memperoleh hasil akurasi 75%. Hasil yang didapat mahasiswa adalah hasil kemungkinan diagnosis dan rekomendasi penanganan nya. Kata Kunci: Stres, Depresi, NaÃ¯ve bayes",AI
55,Jeje Abdul Rahman,Rancang Bangun Sistem Pendukung Keputusan Penentuan Dosen Pembimbing Berbasis Android (Hybrid) Menggunakan Algoritma Naive Bayes Classifier,"Penentuan dosen pembimbing Tugas Akhir tersebut merupakan rutinitas Ketua Jurusan atau Koordinator Tugas Akhir tiap semester. Dalam menentukan hal tersebut kadang terjadi keputusan yang kurang optimal dimana dosen yang ditunjuk bukanlah orang yang paling tepat sesuai tema atau judul Tugas Akhir mahasiswa. Hal ini dapat berpengaruh terhadap kualitas Tugas Akhir, sehingga dibutuhkan solusi cerdas untuk pengoptimasian kasus tersebut. Penulis pun melakukan pengolahan data menggunakan data input berupa data dosen beserta bobot-bobot spesifikasi keahlian masing-masing serta data Tugas Akhir mahasiswa beserta kebutuhan materimateri pada Tugas Akhir tersebut. Data tersebut diolah menggunakan Algoritma NaÃ¯ve Bayes Classifier untuk menghitung peluang pada suatu hipotesis. sehingga didapatkan output yang terdiri dari dosen pembimbing I dan Pembimbing II yang sesuai dengan spesifikasi yang dibutuhkan. Kata Kunci : Pembimbing, Tugas Akhir, Spesifikasi Keahlian atau kriteria, Dosen Pembimbing I, Dosen Pembimbing II, Mahasiswa, Algoritma NaÃ¯ve Bayes Classifier.",AI
56,Koswara,Aplikasi Diagnosis Banding Terhadap Penyakit Balita Dengan Menggunakan Metode Bayesian Network,"Anak-anak dengan rentang usia dua sampai lima tahun (Balita) merupakan usia yang sensitif terhadap berbagai jenis penyakit. Setiap penyakit pada umumnya didahului oleh gejala-gejala yang dapat diidentifikasi sejak awal. Akan tetapi kurangnya pengetahuan orang tua terhadap berbagai jenis penyakit, kurangnya tenaga medis, dan akses yang jauh ke tempat pelayanan kesehatan seperti rumah sakit merupakan masalah yang menyebabkan anak sakit tidak mendapatkan penanganan dini. Padahal penanganan dini dapat membantu menyelamatkan anak dari resiko penyakit yang lebih berat atau kematian. Ada lima jenis penyakit yang sering dialami oleh anak diantaranya: demam berdarah, demam typhoid, batuk pilek, cacar air, dan campak. Tujuan dari penelitian ini adalah untuk merancang sebuah aplikasi yang dapat memudahkan orang tua anak dalam mengidentifikasi penyakit berdasarkan gejala-gejala yang dialami dan memberikan edukasi cara penanganan dini dari penyakit tersebut. Penelitian ini menggunakan metode bayesian network untuk menentukan peluang terjadinya sebuah penyakit berdasarkan gejala yang dialami oleh anak. Adapun sumber data yang digunakan adalah data-data penyakit, data-data gejala, dan data-data anak yang diambil dari hasil wawancara dan penelitian pada sebuah poyandu didaerah cibogo sukabumi. Berdasarkan hal tersebut pada penelitian ini, diperoleh sebuah kesimpulan bahwa dapat dibuat aplikasi yang dapat mengidentifikasi terjadinya sebuah penyakit berdasarkan gejala-gejala yang dialami anak dengan menggunakan bayesian network sebagai dasar perhitungannya. Hasil diagnosis dari aplikasi ini dapat menunjukan peluang anak terkena suatu jenis penyakit dengan tingkat akurasi sebesar empat puluh persen. Kata kunci: Penyakit anak, Gejala Penyakit Anak, Bayesian network, Android",AI
57,Lulu Khodijah,Identifikasi Jenis Kulit Wajah Menggunakan Metode K-Nearest Neighbor,"Kulit merupakan organ terluar dari tubuh yang melapisi tubuh manusia. Kulit merupakan salah satu bagian tubuh yang memiliki sifat elastis untuk melindungi tubuh manusia dari pengaruh lingkungan. Ada lima jenis kulit wajah yaitu kulit normal, kulit kering, kulit berminyak, kulit kombinasi, dan kulit sensitive. Mengetahui jenis kulit adalah dasar sebelum melakukan rutinitas perawatan pagi dan malam hari, sebab itu perawatan yang dipakai harus sesuai dengan jenis kulit wajah setiap orang agar mendapatkan hasil yang maksimal. Namun, masih banyak masyarakat yang tidak mengetahui jenis kulit dan akhirnya melakukan perawatan yang kurang optimal. Pada penelitian ini diusulkan sebuah sistem Identifikasi jenis kulit wajah menggunakan metode K-Nearest Neighbor untuk mengetahui jenis kulit wajah dengan kriteria Tidak berminyak,Terlihat sehat, Bahan-bahan kosmetik mudah menempel di kulit, Tidak berjerawat, Mudah dalam memilih kosmetik, Pori-pori kulit besar terutama di area hidung, pipi, daguKulit di bagian wajah terlihat mengkilat, Sering ditumbuhi jerawat, Kulit kelihatan kering sekali, Pori-pori halus, tekstur kulit wajah tipis, Cepat menampakkan kerutan-kerutan, sebagian kulit kelihatan berminyak, Sebagian kulit kelihatan kering, Kadang berjerawat, susah mendapat hasil polesan kosmetik yang sempurna, Mudah alergi , Mudah iritasi dan terluka, dan Kulit mudah terlihat kemerahan. Dan jenis kulit Normal, kering, berminyak, kombinasi, atau sensitif dan solusinya. Dari pengujian hasil yang telah dilakukan menggunakan metode K-Nearest Neighbor dengan 2 skenario k yang berbeda, maka didapatkan hasil akurasi sebesar 57%. Kata kunci : Kulit wajah, K-Nearest Neighbor",AI
58,Mochamad Hariyanto,Sistem Pendukung Keputusan Penerimaan Asisten Laboratorium Program Studi Teknik Informatika Dengan Metode NaÃ¯ve Bayes (Studi Kasus : Laboratorium Informatika Ft-Umj),"Dalam proses seleksi calon asisten laboratorium di Teknik Informatika Fakultas Teknik Muhammadiyah Jakarta, perlu adanya aplikasi sistem pendukung keputusan untuk penerimaan calon asisten laboratorium. Pada penelitian sebelumnya sudah ada pembahasan mengenai sistem rekomendasi penerimaan calon asisten laboratorium dengan metode K-Nearest Neightbor namun belum pernah di uji dan digunakan, maka dari itu pada penelitian ini akan membuat aplikasi sistem pendukung keputusan penerimaan asisten laboratorium menggunakan metode NaÃ¯ve Bayes sebagai pembanding dari aplikasi sebelumnya. Pada penelitian sistem pendukung keputusan penerimaan calon asisten laboratorium dengan menggunakan metode NaÃ¯ve Bayes, menggunakan 2 data yang diperoleh langsung dari laboran. Data pertama yaitu data seleksi calon asisten laboratorium tahun 2017-2019 yang berjumlah 30 orang yang digunakan untuk memprediksi Penerimaan calon asisten laboratorium, dan data kedua yaitu data calon asisten yang telah diterima dalam seleksi yang berjumlah 17 orang yang akan digunakan untuk memprediksi keahlian yang dikuasai oleh calon asisten laboratorium. Setelah dilakukan pengujian akurasi dengan F-Measure antara metode NaÃ¯ve Bayes dan K-Nearest Neighbor, didapatkan tingkat akurasi yang sama untuk menentukan penerimaan calon asisten laboratorium sebesar 79,8%. Sedangkan didapat tingkat akurasi yang berbeda pada penentuan keahlian calon asisten, pada metode K-Nearest Neighbor didapat akurasi sebesar 88,8%, dan dengan metode NaÃ¯ve Bayes didapatkan akurasi yang lebih rendah sebesar 40%. Akurasi yang rendah pada penentuan keahlian calon asisten dengan metode NaÃ¯ve Bayes dikarenakan koleksi data training yang digunakan terlalau sedikit. Kata Kunci : Laboratorium, Calon Asisten, NaÃ¯ve Bayes, F-Measure",AI
59,Noviarum Widyasmara Larasant,Sistem Rekomendasi Pemilihan Alat Kontrasepsi Menggunakan Metode NaÃ¯ve Bayes,"Kontrasepsi merupakan sebuah upaya yang diambil dalam mengatur dan mengontrol angka kelahiran bayi dalam masyarakat. Dalam hal ini kontrasepsi ditujukan untuk membentuk keluarga yang bahagia dan sejahtera dengan terpenuhinya semua kebutuhan kesehatan anak â€“ anak dan anggota keluarga lainnya. Namun, bagi setiap anggota masyarakat yang mengikuti gerakan kb (akseptor kb) terlebih untuk Pasangan Usia Subur (PUS) dan akseptor kb muncul permasalah yang sangat sering yaitu kesulitan dalam memilih alat kontrasepsi yang sesuai dengan kondisi tubuh dan kesehatan akseptor kb, banyak pemilihan alat kontrasepsi khususnya bagi yang ingin memulai menggunakan alat kontrasepsi hanya berdasarkan coba â€“ coba atau karena mengikuti saran dari orang lain yang kurang paham terhadap alat kontrasepsi. Untuk membantu permasalahan tersebut, maka dibuatlah sebuah aplikasi berbasis web yang dapat memberikan rekomendasi pemilihan alat kontrasepsi menggunakan metode naÃ¯ve bayes. Metode naÃ¯ve bayes digunakan untuk mendapatkan hasil akhir berdasarkan data variabel yang dimasukkan oleh responden. Data variabel masukkan yang digunakan dalam penelitian ini adalah tekanan darah, berat badan, riwayat penyakit, umur dan jumlah anak. Hasil dari aplikasi ini berupa nilai presentase rekomendasi pemilihan alat kontrasepsi. Pengujian menggunakan confusion matrix dengan tingkat akurasi sebesar 75%. Kata Kunci : Confusion Matrix, NaÃ¯ve Bayes, Kontrasepsi.",AI
60,Nurhadi Kurniawan,Sentimen Analysis Untuk Meningkatkan Produk Sasa Menggunakan NaÃ¯ve Bayes Pada Media Sosial Twitter,"ntimen analisis merupakan bagian dari ilmu komputer yang memiliki cara membagi dan mengelompokkan sebuah objek yang kedalam beberapa kelas. Objek yang dimaksud adalah kumpulan data yang dapat dikelola dengan machine learning, sehingga berhasil mengidentifikasi suatu objek termasuk ke dalam kelas mana. Penelitian ini bertujuan untuk mengelompokkan data yang diambil twit yang berasal dari media sosial twitter. Data yang dikumpulkan adalah postingan-postingan mengenai produk Sasa sebanyak 100 buah. Proses analisis sentimen menggunakan algoritma naÃ¯ve bayes classifier. Hasil penelitian menunjukkan sistem analisis sentimen produk Sasa menggunakan metode NaÃ¯ve Bayes Classifier mampu melakukan analisis sentimen terhadap data berupa komentar.Tingkat keakuratan sistem analisis sentimen produk Sasa menggunakan metode NaÃ¯ve Bayes yang diuji menggunakan data uji sebanyak 100 buah mendapatkan nilai 43%. Kata  Kunci : Machine Learning, Sasa , Analisis Sentimen, NaÃ¯ve Bayes Clasiffier",AI
61,Sabrina Nurindra Putri,Aplikasi Deteksi Dini Skizofrenia Menggunakan NaÃ¯ve Bayes Berbasis Web,"Berdasarkan fakta WHO, skizofrenia adalah gangguan jiwa berat yang mempengaruhi lebih dari 21 juta orang di seluruh dunia tetapi tidak seperti gangguan mental lainnya. Hal ini lebih umum terjadi pada kalangan laki-laki sebesar 12 juta orang, dibandingkan dengan perempuan yang berkisar 9 juta orang. Adanya stigma, diskriminasi, dan kurangnya pengetahuan akan skizofrenia merupakan masalah utama yang seringkali dihadapi sehingga tanpa sadar seseorang ternyata telah mengidap skizofrenia. Dengan itu maka dibutuhkan aplikasi untuk mendeteksi dini skizofrenia yang dapat digunakan kapan dan dimana saja. Adapun metode Naive Bayes digunakan menentukan suatu nilai identifikasi dari jawaban hasil angket pengguna berdasarkan gejala-gejala yang telah dialami oleh pengguna selama 45 hari. Aplikasi ini tidak memvonis seseorang pasti mengidap skizofrenia atau tidak, melainkan hanya memprediksi skizofrenia saja dan menyarankan pengguna untuk segera menghubungi ahli jiwa ketika mendapatkan nilai identifikasi.. Kata kunci: Skizofrenia, NaÃ¯ve Bayes",AI
